/net014 X,/net014 Y,/net015 X,/net015 Y
1.017462192245193e-10,0.8631677172972063,1.017462192245193e-10,-0.04455040280776707
1.020245713286501e-10,0.8631677595571813,1.020245713286501e-10,-0.04455046067254206
1.025007820966609e-10,0.8631679019942929,1.025007820966609e-10,-0.04455063999546952
1.029869898969196e-10,0.8631681335933995,1.029869898969196e-10,-0.04455091866493651
1.034648249448548e-10,0.8631684368654697,1.034648249448548e-10,-0.04455127242273414
1.039132603390886e-10,0.8631687766303654,1.039132603390886e-10,-0.04455165696686422
1.042742471365738e-10,0.8631690765701595,1.042742471365738e-10,-0.04455198658487181
1.046880633993269e-10,0.8631694198208759,1.046880633993269e-10,-0.0445523505242405
1.050872094032994e-10,0.8631696849846704,1.050872094032994e-10,-0.04455261138479568
1.056766219831058e-10,0.8631698188833674,1.056766219831058e-10,-0.04455268253741041
1.062704977779464e-10,0.8631695557026943,1.062704977779464e-10,-0.04455228650260311
1.068100520420494e-10,0.863168956690587,1.068100520420494e-10,-0.04455151631585463
1.073995227718183e-10,0.8631679570068616,1.073995227718183e-10,-0.04455029841251135
1.079776943755058e-10,0.8631667322937349,1.079776943755058e-10,-0.04454886213995776
1.085843063838209e-10,0.8631653573590583,1.085843063838209e-10,-0.04454731046242207
1.092947762097594e-10,0.8631639958479842,1.092947762097594e-10,-0.044545869762702
1.101387876212561e-10,0.8631634285237796,1.101387876212561e-10,-0.04454547529593515
1.112279729924079e-10,0.8631650088622259,1.112279729924079e-10,-0.04454770863132533
1.123213777152861e-10,0.8631687748999702,1.123213777152861e-10,-0.04455237158389119
1.134436201431817e-10,0.8631731764101958,1.134436201431817e-10,-0.04455749863295093
1.144740659312778e-10,0.8631756419558064,1.144740659312778e-10,-0.04456008094982837
1.151017844554226e-10,0.8631758031041125,1.151017844554226e-10,-0.04455999058505862
1.156856110710064e-10,0.8631749665574932,1.156856110710064e-10,-0.04455871712860648
1.167269509549209e-10,0.8631715013530705,1.167269509549209e-10,-0.04455415212738087
1.180511921651083e-10,0.8631654601420558,1.180511921651083e-10,-0.04454665071214007
1.193345137487986e-10,0.86316102015711,1.193345137487986e-10,-0.04454142280346899
1.205899536210195e-10,0.8631599538617917,1.205899536210195e-10,-0.04454050936934589
1.219192800178776e-10,0.8631623265697639,1.219192800178776e-10,-0.04454391009955118
